,Unnamed: 0,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno,Cluster,PCA1,PCA2
3254,3254,CLI3256,1,0,23,0,6,0,0,3,2001,2,19063,2,1.581,30,0,441,3.0,1,-37052.54814368703,-2112.2882421519666
3255,3255,CLI3257,0,0,29,0,4,0,0,3,1995,3,20200,10,2.03,30,1,125,0.0,1,-35915.58039604548,-2112.4670491212364
3256,3256,CLI3258,0,1,57,1,0,2,1,4,1967,1,36838,15,0.896,30,0,240,0.0,5,-19277.56242981642,-2127.689807752911
3257,3257,CLI3259,1,0,30,1,7,0,0,5,1994,3,21641,43,1.284,30,0,334,0.5,1,-34474.555282505215,-2111.828333870653
3258,3258,CLI3260,1,0,35,0,3,1,0,4,1989,3,20933,5,1.261,30,0,279,0.0,1,-35182.55729042506,-2110.1495723034654
3259,3259,CLI3261,0,1,98,1,8,2,2,2,1926,0,90477,10,1.756,50,0,214,0.0,4,34361.43328839431,-2177.074606438579
3260,3260,CLI3262,1,1,43,1,0,2,1,2,1981,3,60879,41,1.1,50,0,361,0.5,3,4763.4410724578265,-2147.138251702441
3261,3261,CLI3263,0,1,45,1,0,2,1,3,1979,1,110491,31,1.307,30,1,262,0.0,2,54375.388456429064,-2194.609223125761
3262,3262,CLI3264,1,0,29,1,3,0,0,3,1995,3,22225,43,2.892,30,0,582,4.0,1,-33890.52330238749,-2107.3448016353063
3263,3263,CLI3265,1,1,50,1,0,2,0,2,1974,1,124972,1,1.326,50,0,558,1.0,2,68856.42660279655,-2206.6851700658985
3264,3264,CLI3266,0,0,44,1,7,2,0,1,1980,1,57768,3,1.307,50,0,259,0.0,3,1652.4361132357444,-2140.1230577670403
3265,3265,CLI3267,0,0,29,1,0,0,0,2,1995,3,20355,42,2.133,30,1,394,3.0,1,-35760.54032467339,-2102.5594894421856
3266,3266,CLI3268,0,0,69,1,3,2,0,1,1955,1,104637,27,0.955,50,0,495,3.0,4,48521.44651579246,-2183.8407739697755
3267,3267,CLI3269,0,0,44,0,7,2,0,4,1980,1,39572,20,1.445,30,0,219,0.0,5,-16543.563014024483,-2119.364018364397
3268,3268,CLI3270,1,0,58,1,7,2,0,1,1966,1,58222,7,1.267,50,0,323,0.5,3,2106.454543017142,-2136.552577233693
3269,3269,CLI3271,0,0,45,1,5,2,0,1,1979,1,33280,12,1.997,30,0,173,0.0,5,-22835.56141685265,-2111.2297945656937
3270,3270,CLI3272,0,1,85,0,8,2,2,2,1939,0,55784,18,1.502,30,0,230,0.0,3,-331.5475380000644,-2132.1935861238803
3271,3271,CLI3273,0,0,35,0,8,1,0,4,1989,3,22178,11,1.882,30,0,309,0.5,1,-33937.54207137835,-2098.358757683938
3272,3272,CLI3274,1,1,33,1,0,1,0,1,1991,3,23180,19,1.859,30,1,109,0.0,1,-32935.565403194705,-2098.3804677695352
3273,3273,CLI3275,0,1,66,1,4,2,1,4,1958,1,128509,2,0.915,80,0,563,4.0,2,72393.45797547634,-2200.135887916837
3274,3274,CLI3276,0,1,65,1,7,2,1,2,1959,1,79895,49,1.111,50,0,481,3.0,0,23779.46734831175,-2151.682034946675
3275,3275,CLI3277,1,1,79,0,7,2,1,3,1945,0,88121,22,1.424,30,1,136,0.0,4,32005.42151570524,-2158.7920033689747
3276,3276,CLI3278,1,0,69,1,0,2,0,1,1955,1,99055,13,0.642,50,1,159,0.0,4,42939.42211712473,-2168.462917707277
3277,3277,CLI3279,0,0,46,1,0,2,0,2,1978,1,28957,19,1.619,30,0,544,1.0,5,-27158.508199827626,-2098.927629444243
3278,3278,CLI3280,1,1,58,0,2,2,2,2,1966,1,97127,46,1.502,120,0,470,3.0,4,41011.48901979691,-2164.506579620886
3279,3279,CLI3281,1,1,89,0,2,2,2,2,1935,0,106665,1,0.896,120,1,108,0.0,4,50549.45947709617,-2172.9003510463167
3280,3280,CLI3282,0,1,84,1,8,2,2,3,1940,0,112174,7,1.6,80,0,527,1.0,2,56058.48161213509,-2177.192126166329
3281,3281,CLI3283,0,0,44,1,7,2,0,1,1980,1,107544,7,1.675,50,0,192,0.0,4,51428.41136881082,-2171.7454337747304
3282,3282,CLI3284,0,0,31,0,3,0,0,2,1993,3,25485,12,1.1,30,0,180,0.0,1,-30630.550300109757,-2090.61608241359
3283,3283,CLI3285,1,0,30,1,5,0,0,2,1994,3,23513,49,1.652,30,0,335,0.5,1,-32602.53102476422,-2087.656088941696
3284,3284,CLI3286,0,0,45,1,4,2,0,1,1979,1,70449,47,1.215,50,0,383,3.0,0,14333.461595206856,-2132.4788223963737
3285,3285,CLI3287,1,0,32,1,7,1,0,1,1992,3,27413,43,1.928,30,0,332,0.5,5,-28702.530956185255,-2089.4653405097247
3286,3286,CLI3288,1,0,47,1,0,2,0,1,1977,1,118941,0,1.072,50,0,471,3.0,2,62825.44169575664,-2177.814574722926
3287,3287,CLI3289,1,1,63,1,7,2,1,4,1961,1,67119,26,1.697,80,0,540,4.0,0,11003.509052760215,-2126.191104863086
3288,3288,CLI3290,0,0,34,0,3,1,0,1,1990,3,25380,22,0.778,30,1,184,0.0,1,-30735.542266379118,-2084.5125339554806
3289,3289,CLI3291,1,0,75,1,8,2,0,1,1949,1,91929,20,0.759,50,0,130,0.0,4,35813.439600737125,-2148.5103896153482
3290,3290,CLI3292,1,1,51,0,2,2,2,4,1973,1,65742,38,0.583,30,0,523,4.0,0,9626.479871549498,-2121.8536712100336
3291,3291,CLI3293,1,0,35,0,3,1,0,4,1989,3,20755,17,0.893,30,0,586,4.0,1,-35360.49025988048,-2076.9089403592952
3292,3292,CLI3294,1,1,56,1,0,2,1,3,1968,1,50662,17,1.639,30,1,261,0.0,3,-5453.534822703987,-2105.1848154472377
3293,3293,CLI3295,1,0,21,0,3,0,0,4,2003,2,16433,33,2.03,30,0,515,4.0,1,-39682.501006846695,-2070.703373473038
3294,3294,CLI3296,0,0,29,1,3,0,0,4,1995,3,18458,19,1.857,30,0,106,0.0,1,-37657.543280004604,-2071.7699173815136
3295,3295,CLI3297,0,0,35,1,3,1,0,5,1989,3,21865,20,1.859,30,1,111,0.0,1,-34250.54078624147,-2074.0959193164977
3296,3296,CLI3298,1,1,68,1,5,2,2,2,1956,1,102175,36,1.209,50,1,255,0.0,4,46059.44982228585,-2151.4884867229844
3297,3297,CLI3299,1,1,52,1,0,2,1,2,1972,1,31763,33,1.404,30,0,589,4.0,5,-24352.48222420066,-2081.6578356570594
3298,3298,CLI3300,1,1,31,1,1,0,1,2,1993,3,26779,25,1.399,30,0,83,0.0,5,-29336.546497663312,-2075.900545846923
3299,3299,CLI3301,0,0,53,0,7,2,0,1,1971,1,50468,31,1.58,30,1,170,0.0,3,-5647.53978852577,-2098.0148557570533
3300,3300,CLI3302,1,1,67,1,7,2,1,2,1957,1,98252,19,0.915,50,0,244,0.0,4,42136.45459571885,-2143.6602207343603
3301,3301,CLI3303,0,0,28,0,6,0,0,4,1996,3,21228,41,2.789,30,0,46,0.0,1,-34887.54566720711,-2067.4875572838996
3302,3302,CLI3304,1,1,81,1,8,2,2,2,1943,0,108948,2,0.935,50,1,108,0.0,2,52832.441543695226,-2152.1351446363215
3303,3303,CLI3305,1,1,42,0,0,2,0,2,1982,3,128907,42,1.583,120,0,297,0.0,2,72791.46360506843,-2170.5782697862574
3304,3304,CLI3306,1,1,31,1,3,0,2,2,1993,3,23010,21,1.215,30,0,436,3.0,1,-33105.49819649695,-2066.1434683276643
3305,3305,CLI3307,0,1,30,0,4,0,0,1,1994,3,22187,6,1.215,30,0,110,0.0,1,-33928.53404616525,-2064.4107695305315
3306,3306,CLI3308,1,1,62,1,2,2,2,4,1962,1,75986,43,0.955,80,1,317,0.5,0,19870.495876450324,-2115.898114082249
3307,3307,CLI3309,1,0,28,0,6,0,0,3,1996,3,31619,37,0.995,30,1,284,0.0,5,-24496.519945920245,-2071.583131361803
3308,3308,CLI3310,0,0,41,1,0,1,0,2,1983,3,88631,33,1.261,50,1,314,0.5,4,32515.46269244842,-2126.2493328561413
3309,3309,CLI3311,0,1,55,1,5,2,1,2,1969,1,90044,43,0.74,50,0,222,0.0,4,33928.45995642185,-2126.6490943818812
3310,3310,CLI3312,0,1,53,1,0,2,0,1,1971,1,119381,25,1.287,50,0,579,1.0,2,63265.48029736419,-2154.220456641268
3311,3311,CLI3313,1,0,53,1,0,2,0,1,1971,1,97401,4,0.915,50,0,251,0.0,4,41285.459123962006,-2131.827796814967
3312,3312,CLI3314,1,1,53,1,0,2,2,4,1971,1,22887,31,0.837,30,1,260,0.0,1,-33228.49818948679,-2058.061576646675
3313,3313,CLI3315,1,1,43,1,0,2,1,2,1981,3,47985,20,1.261,50,0,541,4.0,3,-8130.478089932149,-2081.508162470874
3314,3314,CLI3316,1,1,40,1,0,1,1,2,1984,3,21049,47,1.169,30,1,193,0.0,1,-35066.509654362235,-2054.2808558591214
3315,3315,CLI3317,1,1,69,1,0,2,0,1,1955,1,82782,21,1.385,50,0,333,0.5,0,26666.490900869205,-2113.5339280088215
3316,3316,CLI3318,1,1,40,1,0,1,1,4,1984,3,79979,28,1.583,30,0,396,3.0,0,23863.475235486578,-2109.7842143350736
3317,3317,CLI3319,1,1,41,1,0,1,0,2,1983,3,53709,7,1.721,50,0,288,0.0,3,-2406.5077580296784,-2083.152946471617
3318,3318,CLI3320,1,0,46,1,7,2,0,3,1978,1,36230,25,1.737,30,1,219,0.0,5,-19885.509851727475,-2065.1004023083306
3319,3319,CLI3321,1,1,43,0,5,2,2,2,1981,3,62302,17,1.169,30,0,96,0.0,3,6186.457911888727,-2089.5873607180224
3320,3320,CLI3322,0,0,31,0,2,0,0,1,1993,3,22492,49,0.732,30,1,260,0.0,1,-33623.5021145999,-2049.6753424182903
3321,3321,CLI3323,1,1,44,1,3,2,0,1,1980,1,111293,26,1.744,50,0,337,0.5,2,55177.46428329349,-2135.374681248431
3322,3322,CLI3324,0,1,97,1,8,2,0,2,1927,0,98897,21,0.974,50,1,293,0.0,4,42781.49746973527,-2122.279702465704
3323,3323,CLI3325,1,1,63,1,2,2,2,2,1961,1,33695,35,0.857,30,1,323,0.5,5,-22420.48222481015,-2057.6022992650146
3324,3324,CLI3326,0,1,56,1,0,2,1,3,1968,1,73124,35,0.857,80,0,507,4.0,0,17008.53361200387,-2095.0621318606904
3325,3325,CLI3327,0,1,47,0,4,2,1,5,1977,1,89177,32,1.6,30,1,133,0.0,4,33061.45188774298,-2109.823437623158
3326,3326,CLI3328,0,0,31,0,6,0,0,4,1993,3,30379,18,2.043,30,0,526,4.0,5,-25736.47159477729,-2051.3200830255405
3327,3327,CLI3329,0,1,46,0,1,2,1,4,1978,1,121125,17,0.955,200,0,465,3.0,2,65009.55290457404,-2138.93669380889
3328,3328,CLI3330,1,0,20,0,3,0,0,7,2004,2,18513,36,14.775,30,0,553,4.0,1,-37602.464592317585,-2037.7263205595536
3329,3329,CLI3331,0,0,30,0,4,0,0,2,1994,3,20017,21,0.962,30,0,181,0.0,1,-36098.50112915614,-2038.276045421876
3330,3330,CLI3332,0,1,68,1,0,2,1,3,1956,1,100783,2,1.6,80,0,569,4.0,4,44667.53422496248,-2116.059279375248
3331,3331,CLI3333,1,1,75,0,0,2,0,1,1949,1,61907,14,1.756,30,0,579,4.0,3,5791.5418801374835,-2077.097161626374
3332,3332,CLI3334,1,1,46,1,7,2,1,2,1978,1,109963,24,1.346,50,0,257,0.0,2,53847.467961883056,-2123.0933160094432
3333,3333,CLI3335,1,0,20,0,3,0,0,4,2004,2,23005,33,2.409,30,0,403,3.0,1,-33110.47960644366,-2037.1454627168068
3334,3334,CLI3336,1,1,51,1,0,2,0,2,1973,1,111549,10,0.564,50,1,304,0.5,2,55433.476885632685,-2122.632172637438
3335,3335,CLI3337,0,1,53,1,0,2,2,4,1971,1,32976,49,1.013,30,0,161,0.0,5,-23139.49376530754,-2044.935001673805
3336,3336,CLI3338,1,1,39,1,7,1,0,2,1985,3,27669,32,0.985,30,0,171,0.0,5,-28446.495716493748,-2038.750543575256
3337,3337,CLI3339,1,1,62,1,7,2,1,2,1962,1,107374,4,0.583,50,0,597,4.0,4,51258.52170829996,-2115.49178123248
3338,3338,CLI3340,0,1,97,1,8,2,0,1,1927,0,123084,6,1.189,50,0,269,0.0,2,66968.49397943236,-2129.904572452584
3339,3339,CLI3341,1,1,28,0,4,0,1,3,1996,3,31730,8,1.098,30,0,302,0.5,5,-24385.486721229485,-2039.6881295287749
3340,3340,CLI3342,0,1,47,1,5,2,0,1,1977,1,112382,18,1.209,50,0,492,3.0,2,56266.50123566488,-2117.4046643546017
3341,3341,CLI3343,1,0,28,0,3,0,0,4,1996,3,28163,28,1.616,30,1,101,0.0,5,-27952.50508085486,-2034.2481131323934
3342,3342,CLI3344,0,1,86,0,8,2,0,1,1938,0,111919,13,0.583,120,0,110,0.0,2,55803.516006265854,-2115.0304238110684
3343,3343,CLI3345,0,1,58,1,0,2,1,6,1966,1,79736,33,0.935,30,0,70,0.0,0,23620.474734597912,-2082.6177483153397
3344,3344,CLI3346,1,1,36,1,5,1,1,2,1988,3,31493,43,1.376,30,0,210,0.0,5,-24622.487712913156,-2034.476130027691
3345,3345,CLI3347,1,0,54,1,0,2,0,1,1970,1,67079,31,0.681,50,0,231,0.0,0,10963.51117790342,-2068.221272217664
3346,3346,CLI3348,0,0,34,1,3,1,0,4,1990,3,20571,5,1.307,30,1,186,0.0,1,-35544.48216372311,-2021.8162815468763
3347,3347,CLI3349,1,1,72,1,5,2,0,1,1952,1,122150,18,1.756,50,0,163,0.0,2,66034.47784119338,-2120.0150614960035
3348,3348,CLI3350,1,1,56,1,7,2,1,2,1968,1,84641,31,1.267,50,1,377,3.0,0,28525.51975052395,-2082.3394892405245
3349,3349,CLI3351,1,0,21,0,5,0,0,2,2003,2,14815,11,1.374,30,0,440,3.0,1,-41300.453684407796,-2013.140019298889
3350,3350,CLI3352,1,1,45,1,0,2,1,3,1979,1,115888,0,1.1,30,0,572,4.0,2,59772.506729514236,-2110.812875290498
3351,3351,CLI3353,0,0,63,1,5,2,0,2,1961,1,106524,13,1.17,50,0,384,3.0,4,50408.51242191535,-2100.7078093670043
3352,3352,CLI3354,0,1,39,1,0,1,1,2,1985,3,31454,21,1.238,30,1,289,0.0,5,-24661.469300881014,-2026.4213045707206
3353,3353,CLI3355,0,0,44,0,4,2,0,1,1980,1,22689,25,2.066,30,0,345,0.5,1,-33426.45331790638,-2016.8498240599738
3354,3354,CLI3356,1,0,29,1,3,0,0,5,1995,3,24630,5,1.167,30,0,182,0.0,1,-31485.480293461846,-2017.7808569203926
3355,3355,CLI3357,1,1,95,1,8,2,0,2,1929,0,65809,6,1.248,50,0,514,1.0,0,9693.576027236195,-2056.9204866145496
3356,3356,CLI3358,1,1,57,1,0,2,1,2,1967,1,28268,20,1.326,30,0,249,0.0,5,-27847.457938750304,-2019.31893064398
3357,3357,CLI3359,0,1,55,1,4,2,1,2,1969,1,86003,35,1.424,50,1,241,0.0,4,29887.511715430694,-2074.6989644491655
3358,3358,CLI3360,1,1,90,0,8,2,2,2,1934,0,39883,17,0.857,30,1,140,0.0,5,-16232.458271084164,-2028.6853711543054
3359,3359,CLI3361,1,1,45,1,0,2,1,2,1979,1,26422,27,2.043,30,0,134,0.0,1,-29693.473271558665,-2014.5409785629167
3360,3360,CLI3362,1,1,40,1,7,1,1,2,1984,3,79076,16,1.215,50,0,584,4.0,0,22960.549905559747,-2064.860287694186
3361,3361,CLI3363,1,1,24,0,5,0,2,9,2000,2,18293,15,2.409,30,0,69,0.0,1,-37822.48466025044,-2004.6168875251178
3362,3362,CLI3364,0,1,25,0,3,0,0,7,1999,2,23520,12,2.651,30,0,464,3.0,1,-32595.44204802643,-2008.6355669108107
3363,3363,CLI3365,0,0,30,0,4,0,0,4,1994,3,26476,6,1.077,30,1,327,0.5,1,-29639.45582907379,-2010.552068977343
3364,3364,CLI3366,0,0,83,1,8,2,0,2,1941,0,107014,49,0.642,50,1,195,0.0,4,50898.51429367211,-2088.226897800512
3365,3365,CLI3367,1,0,35,1,3,1,0,3,1989,3,22501,2,1.514,30,0,489,3.0,1,-33614.43013608572,-2004.6353087148132
3366,3366,CLI3368,0,1,56,1,0,2,1,2,1968,1,104235,14,1.385,50,0,409,3.0,4,48119.527671359305,-2083.467021254546
3367,3367,CLI3369,0,1,64,1,0,2,1,4,1960,1,109945,39,0.583,80,1,214,0.0,2,53829.5218523417,-2088.0826550302013
3368,3368,CLI3370,0,1,55,1,0,2,1,2,1969,1,88729,26,1.189,50,1,188,0.0,4,32613.514632918334,-2066.372646643796
3369,3369,CLI3371,1,1,61,1,1,2,1,4,1963,1,86601,44,0.779,80,1,296,0.0,4,30485.547275477962,-2063.26857065113
3370,3370,CLI3372,0,0,33,0,4,1,0,1,1991,3,30220,28,1.1,30,0,288,0.0,5,-25895.454276468732,-2007.2163185747504
3371,3371,CLI3373,1,0,32,1,0,1,0,1,1992,3,28304,43,1.422,30,1,118,0.0,5,-27811.471740156696,-2004.381898745925
3372,3372,CLI3374,0,1,76,1,0,2,1,2,1948,1,63057,33,1.072,50,0,539,4.0,3,6941.587014456061,-2037.2270036515952
3373,3373,CLI3375,0,1,45,0,6,2,2,5,1979,1,37042,1,1.859,30,0,207,0.0,5,-19073.45859306107,-2010.8963832201262
3374,3374,CLI3376,1,1,52,0,2,2,2,5,1972,1,99928,37,1.561,30,0,357,0.5,4,43812.5204772616,-2071.273519513186
3375,3375,CLI3377,1,1,84,1,8,2,0,1,1940,0,118788,30,1.111,50,0,253,0.0,2,62672.52415573456,-2088.712348332477
3376,3376,CLI3378,1,0,23,0,3,0,0,3,2001,2,18232,37,1.995,30,0,200,0.0,1,-37883.455675957084,-1989.5285004026082
3377,3377,CLI3379,0,0,33,1,0,1,0,1,1991,3,19067,40,0.732,30,1,359,0.5,1,-37048.43183555892,-1989.3094331332422
3378,3378,CLI3380,1,1,39,1,7,1,1,2,1985,3,29288,14,0.755,30,0,485,3.0,5,-26827.42031687388,-1998.2637421152249
3379,3379,CLI3381,1,0,36,1,0,1,0,5,1988,3,18838,22,1.284,30,0,187,0.0,1,-37277.447565828435,-1987.1234756024155
3380,3380,CLI3382,1,0,28,0,4,0,0,3,1996,3,27664,48,2.823,30,1,259,0.0,5,-28451.448811296224,-1994.726220484039
3381,3381,CLI3383,0,0,34,1,3,1,0,4,1990,3,23692,26,1.146,30,0,573,4.0,1,-32423.40638108849,-1989.7797206070559
3382,3382,CLI3384,0,1,28,0,4,0,1,5,1996,3,30267,31,1.167,30,1,365,0.0,5,-25848.436639429852,-1995.24542530814
3383,3383,CLI3385,0,1,42,1,0,2,0,3,1982,3,60033,49,1.215,30,1,183,0.0,3,3917.531229182554,-2023.3522009593516
3384,3384,CLI3386,1,1,62,1,0,2,0,2,1962,1,43583,38,1.561,50,0,326,0.5,3,-12532.419729606292,-2006.2560201341325
3385,3385,CLI3387,0,0,23,0,3,0,0,3,2001,2,17392,25,2.202,30,1,203,0.0,1,-38723.44597882229,-1979.7077722664417
3386,3386,CLI3388,0,1,52,1,7,2,0,2,1972,1,80120,48,1.541,50,0,401,1.0,0,24004.56045706678,-2039.9190723801808
3387,3387,CLI3389,1,1,57,1,2,2,1,6,1967,1,119473,17,1.658,30,1,157,0.0,2,63357.50001840686,-2077.4036464302158
3388,3388,CLI3390,0,1,69,1,0,2,2,3,1955,1,124207,5,1.541,80,1,326,0.5,2,68091.54806270596,-2080.986302245572
3389,3389,CLI3391,0,1,43,0,0,2,2,3,1981,3,24402,32,1.192,30,0,174,0.0,1,-31713.439202068625,-1982.5596172550418
3390,3390,CLI3392,0,0,22,0,3,0,0,1,2002,2,18461,31,2.444,30,1,313,0.5,1,-37654.42992222615,-1975.727704314967
3391,3391,CLI3393,1,0,23,0,3,0,0,4,2001,2,20760,36,1.236,30,0,518,4.0,1,-35355.40681889486,-1976.9281937063197
3392,3392,CLI3394,1,1,46,1,7,2,0,5,1978,1,68680,33,0.896,30,0,481,3.0,0,12564.569986854083,-2022.7319393496796
3393,3393,CLI3395,1,0,42,0,5,2,0,5,1982,3,103981,10,1.1,30,0,161,0.0,4,47865.508656185615,-2056.2743225377676
3394,3394,CLI3396,0,0,47,1,3,2,0,1,1977,1,91804,24,0.896,50,0,263,0.0,4,35688.54205576374,-2043.3591875114416
3395,3395,CLI3397,0,0,31,0,1,0,0,1,1993,3,30578,28,1.997,30,1,199,0.0,5,-25537.44126046389,-1982.5852224530336
3396,3396,CLI3398,1,0,23,0,3,0,0,4,2001,2,23331,0,2.892,30,0,451,3.0,1,-32784.41125681308,-1974.4540225799547
3397,3397,CLI3399,1,1,55,1,0,2,1,2,1969,1,81757,37,1.033,50,0,75,0.0,0,25641.53491211252,-2030.588604936006
3398,3398,CLI3400,1,1,79,1,7,2,1,2,1945,0,55591,16,0.837,50,0,354,0.5,3,-524.4018072767794,-2003.9766944114767
3399,3399,CLI3401,1,0,28,0,3,0,0,5,1996,3,29928,19,0.995,30,0,36,0.0,5,-26187.45699077931,-1977.9859809148702
3400,3400,CLI3402,1,1,64,1,0,2,2,2,1960,1,53721,31,1.482,50,1,339,0.5,3,-2394.4084169870475,-2000.1534349224485
3401,3401,CLI3403,0,1,41,1,0,1,2,3,1983,3,27718,14,1.56,30,1,242,0.0,5,-28397.4231473857,-1973.7833421888454
3402,3402,CLI3404,1,0,25,0,3,0,0,5,1999,2,24131,45,1.029,30,0,275,0.0,1,-31984.424739878064,-1969.2726894173675
3403,3403,CLI3405,1,1,89,0,2,2,2,2,1935,0,32304,39,0.994,30,0,364,0.5,5,-23811.38440515058,-1976.235254418848
3404,3404,CLI3406,0,0,25,0,3,0,0,3,1999,2,30856,30,14.775,30,0,421,3.0,5,-25259.41092271467,-1973.8084860493445
3405,3405,CLI3407,1,1,85,0,8,2,2,2,1939,0,55450,45,0.779,30,1,398,3.0,3,-665.3965060009941,-1996.8305703618967
3406,3406,CLI3408,0,0,36,0,5,1,0,2,1988,3,21226,13,0.916,30,0,142,0.0,1,-34889.42789815627,-1962.4653668876076
3407,3407,CLI3409,1,1,39,1,7,1,1,3,1985,3,28875,17,1.767,30,0,334,0.5,5,-27240.408792813945,-1968.8931705641944
3408,3408,CLI3410,1,0,28,0,3,0,0,3,1996,3,20761,23,1.857,30,0,130,0.0,1,-35354.43135160891,-1960.0136429290392
3409,3409,CLI3411,1,0,24,0,3,0,0,3,2000,2,18099,41,2.789,30,1,297,0.0,1,-38016.411863838104,-1956.3775339260446
3410,3410,CLI3412,0,1,46,1,4,2,2,4,1978,1,32529,0,1.717,30,0,459,1.0,5,-23586.390366756827,-1969.434649116541
3411,3411,CLI3413,0,0,28,0,2,0,0,3,1996,3,20100,49,2.202,30,0,395,3.0,1,-36015.3980350912,-1956.3102066694346
3412,3412,CLI3414,1,0,36,0,3,1,0,5,1988,3,26742,46,1.767,30,0,250,0.0,5,-29373.413604022426,-1961.8279327000978
3413,3413,CLI3415,1,1,56,1,7,2,1,5,1968,1,59943,34,1.482,30,0,210,0.0,3,3827.5712331004543,-1993.2588653703701
3414,3414,CLI3416,0,0,34,0,6,1,0,4,1990,3,20827,47,0.709,30,0,534,4.0,1,-35288.37663256592,-1953.9900764947924
3415,3415,CLI3417,0,0,35,0,7,1,0,5,1989,3,30985,39,1.56,30,0,90,0.0,5,-25130.432185807153,-1963.0061951192033
3416,3416,CLI3418,1,0,35,0,5,1,0,1,1989,3,25229,41,1.399,30,1,252,0.0,1,-30886.40896066481,-1956.3500756811227
3417,3417,CLI3419,0,0,50,0,6,2,0,1,1974,1,63551,49,0.564,30,0,405,3.0,3,7435.591488083381,-1992.7395590967535
3418,3418,CLI3420,1,0,41,1,4,1,0,3,1983,3,67290,22,1.698,30,1,288,0.0,0,11174.571771904288,-1995.416595094714
3419,3419,CLI3421,0,0,25,0,3,0,0,4,1999,2,22530,11,2.616,30,1,160,0.0,1,-33585.42004653066,-1950.7348064313232
3420,3420,CLI3422,0,0,57,1,0,2,0,1,1967,1,50019,15,1.385,50,1,281,0.0,3,-6096.396736228729,-1976.551114451198
3421,3421,CLI3423,0,1,46,0,4,2,1,2,1978,1,99727,13,1.443,120,0,596,4.0,4,43611.6346047127,-2024.0187531669803
3422,3422,CLI3424,1,1,65,1,2,2,2,5,1959,1,38407,1,0.583,30,1,146,0.0,5,-17708.40768292592,-1963.2427838098129
3423,3423,CLI3425,0,1,73,1,0,2,1,3,1951,1,103841,24,1.678,80,0,599,4.0,4,47725.629063826564,-2026.038723472766
3424,3424,CLI3426,1,1,87,1,8,2,0,1,1937,0,92739,47,0.818,120,0,426,3.0,4,36623.64533449507,-2014.2314229549247
3425,3425,CLI3427,0,1,57,1,4,2,1,4,1967,1,45982,42,0.896,30,0,378,3.0,3,-10133.3880348257,-1967.5889040745956
3426,3426,CLI3428,1,1,52,1,2,2,2,5,1972,1,22846,38,1.15,30,0,140,0.0,1,-33269.40096284183,-1944.0475109990584
3427,3427,CLI3429,1,1,46,1,0,2,1,3,1978,1,102081,17,1.717,80,0,473,3.0,4,45965.60526924208,-2020.34724249813
3428,3428,CLI3430,1,1,53,1,0,2,1,4,1971,1,123200,19,1.15,80,0,540,4.0,2,67084.603282802,-2039.9561300600194
3429,3429,CLI3431,1,1,92,0,8,2,2,2,1932,0,33263,10,1.306,30,1,173,0.0,5,-22852.37963746318,-1951.213738781672
3430,3430,CLI3432,0,0,43,1,0,2,0,1,1981,3,49039,10,1.652,50,1,155,0.0,3,-7076.408174314594,-1965.621418711139
3431,3431,CLI3433,1,1,67,0,6,2,2,2,1957,1,60559,21,0.681,30,0,488,3.0,3,4443.625808131241,-1975.8004064454758
3432,3432,CLI3434,0,1,51,0,0,2,2,2,1973,1,119639,1,1.209,120,1,292,0.0,2,63523.600225324204,-2032.5296933075133
3433,3433,CLI3435,0,1,36,1,4,1,1,2,1988,3,31742,5,1.951,30,0,516,4.0,5,-24373.36640017826,-1945.6535800945176
3434,3434,CLI3436,0,1,34,1,6,1,2,4,1990,3,21505,8,1.031,30,1,106,0.0,1,-34610.40589855673,-1934.7457169194872
3435,3435,CLI3437,0,1,45,0,7,2,2,2,1979,1,99651,36,1.652,120,0,203,0.0,4,43535.60337391826,-2010.0294253378356
3436,3436,CLI3438,1,1,35,1,5,1,1,2,1989,3,26843,34,1.1,30,1,133,0.0,5,-29272.40396352054,-1937.9521502484276
3437,3437,CLI3439,1,1,73,1,8,2,0,2,1951,1,60284,40,1.482,50,0,229,0.0,3,4168.61568044452,-1969.5862452014553
3438,3438,CLI3440,1,0,22,0,3,0,0,4,2002,2,12417,20,2.375,30,0,65,0.0,1,-43698.4069951119,-1921.8795710542036
3439,3439,CLI3441,1,1,47,0,4,2,1,2,1977,1,106142,8,0.603,120,0,239,0.0,4,50026.60804255269,-2012.3607804806697
3440,3440,CLI3442,1,0,31,0,7,0,0,3,1993,3,28452,46,1.767,30,0,34,0.0,5,-27663.4145554205,-1935.5446417171206
3441,3441,CLI3443,0,1,42,1,0,2,1,4,1982,3,53601,46,1.928,30,1,121,0.0,3,-2514.414783530301,-1959.0846799507513
3442,3442,CLI3444,1,1,46,1,3,2,0,2,1978,1,53117,5,0.955,50,1,315,0.5,3,-2998.3794941885717,-1957.569120324788
3443,3443,CLI3445,1,1,56,1,0,2,0,3,1968,1,126215,25,0.837,80,0,339,0.5,2,70099.59480832866,-2027.9439238256587
3444,3444,CLI3446,1,1,86,1,8,2,0,1,1938,0,103567,18,1.404,50,1,287,0.0,4,47451.60678639538,-2004.84142419287
