ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno
CLI1480,1,1,-0.3212161734812615,1,4,+20annos,Medio,4,1982,3,1.239620477994584,Barcelona,0.893,-0.5330863202314747,0,-1.5789458522635613,3.0
CLI1481,1,1,-0.7552616868785996,0,2,10-20annos,Medio,3,1990,3,-0.8478987184372427,Cadiz,1.997,-0.5330863202314747,0,0.1410512310611893,0.5
CLI1482,0,1,0.4383634749640802,0,4,+20annos,Bajo,4,1968,1,-0.7409787920203457,Huesca,1.463,-0.5330863202314747,0,0.39636329811720694,0.5
CLI1483,1,1,0.9266646775360855,1,0,+20annos,Medio,4,1959,1,0.6988724565777632,Gerona,1.385,1.2107324048461163,0,-0.32254173280368487,3.0
CLI1484,1,1,-0.429727551830596,1,0,10-20annos,Medio,2,1984,3,1.127962343284878,Cuenca,0.87,0.16444116979956172,0,0.7658939214877588,3.0
CLI1485,1,1,-0.7010059977039323,0,8,10-20annos,Medio,3,1989,3,-1.0091388184966996,Sevilla,1.629,-0.5330863202314747,0,-0.08066714296114183,3.0
CLI1486,1,0,-1.0807958219266032,1,5,<10annos,Bajo,2,1996,3,-0.6821178354305107,Santa Cruz de Tenerife,1.616,-0.5330863202314747,0,-1.6931644085780955,3.0
CLI1487,1,1,0.2755964074400784,1,7,+20annos,Bajo,1,1971,1,0.18333847214767557,Valencia,1.365,0.16444116979956172,0,0.7994876145214453,1.0
CLI1488,0,1,-0.37547186265592875,1,5,10-20annos,Medio,1,1983,3,1.6373479383826302,Murcia,1.974,0.16444116979956172,0,2.015579302340898,4.0
CLI1489,0,1,1.5777329476320927,1,0,+20annos,Medio,2,1947,1,1.4153854427611636,Jaen,1.561,0.16444116979956172,0,-0.3426979486238968,3.0
CLI1490,0,1,-0.10419341678259245,0,6,+20annos,Bajo,3,1978,1,0.11085516671601492,ivila,1.209,-0.5330863202314747,0,0.221676094342037,0.5
CLI1491,1,0,-1.026540132751936,0,0,<10annos,Bajo,2,1995,3,-0.6967555146207955,Baleares,1.547,-0.5330863202314747,1,0.42995699115089353,0.5
CLI1492,1,0,-1.0807958219266032,1,0,<10annos,Bajo,4,1996,3,-1.0072209722829435,La Rioja,13.395,-0.5330863202314747,0,-1.3169150466008064,3.0
CLI1493,0,0,-0.429727551830596,1,0,10-20annos,Bajo,3,1984,3,-0.971656206466086,Jaen,1.836,-0.5330863202314747,0,0.020113936139917778,0.5
CLI1494,1,0,-0.10419341678259245,0,5,+20annos,Bajo,1,1978,1,0.4254101493927897,Segovia,1.326,-0.5330863202314747,1,0.38964455951046967,0.5
CLI1495,0,0,-0.4839832410052633,1,0,10-20annos,Bajo,7,1985,3,-0.8058189162177729,Badajoz,1.238,-0.5330863202314747,0,-0.20160443788241336,3.0
CLI1496,0,1,-1.2978185786252723,0,4,<10annos,Medio,2,2000,2,-1.0640794717966509,Caceres,2.409,-0.5330863202314747,0,-0.1612920062419895,3.0
CLI1497,0,0,-0.429727551830596,1,0,10-20annos,Bajo,1,1984,3,-0.7554190458650968,Badajoz,0.801,-0.5330863202314747,0,1.095112113217887,3.0
CLI1498,1,1,0.22134071826541113,1,0,+20annos,Medio,3,1972,1,1.9146741416159063,Valladolid,1.013,1.2107324048461163,0,1.7468297580714056,4.0
CLI1499,1,0,-1.460585646149274,0,3,<10annos,Bajo,4,2003,2,-1.1638074749119631,La Rioja,2.685,-0.5330863202314747,0,-1.1287903656121616,3.0
CLI1500,1,1,-0.429727551830596,1,7,10-20annos,Bajo,2,1984,3,1.9562180750403562,Almeri­a,1.698,0.16444116979956172,0,1.249643101172845,1.0
CLI1501,0,0,-0.9180287544026013,1,5,<10annos,Bajo,3,1993,3,-1.0035827052009654,Palencia,1.445,-0.5330863202314747,1,0.38964455951046967,0.5
CLI1502,1,1,0.49261916413874746,0,5,+20annos,Medio,4,1967,1,0.31228542640197615,Ceuta,1.306,-0.5330863202314747,0,-1.4647272959490272,3.0
CLI1503,1,1,0.3841077857894129,1,5,+20annos,Medio,4,1969,1,1.2359540072918151,Orense,1.072,1.2107324048461163,0,-0.1411357904217776,3.0
CLI1504,1,1,0.22134071826541113,0,2,+20annos,Bajo,4,1972,1,-0.5291131926418886,Huesca,15.215,-0.5330863202314747,0,0.5105818544317412,3.0
CLI1505,0,0,-0.8637730652279342,1,5,10-20annos,Bajo,1,1992,3,-0.8685155652351199,Cadiz,1.652,-0.5330863202314747,1,-0.7592597422416099,3.0
CLI1506,0,0,-1.243562889450605,0,3,<10annos,Bajo,4,1999,2,-0.7789408656043983,Jaen,1.65,-0.5330863202314747,0,1.9887043479139488,4.0
CLI1507,1,1,0.3841077857894129,1,0,+20annos,Medio,4,1969,1,-0.07497849067278355,Valencia,1.561,-0.5330863202314747,0,0.5441755474654277,3.0
CLI1508,0,0,-1.3520742677999396,0,8,<10annos,Bajo,4,2001,2,-0.9274047254457453,Valencia,2.064,-0.5330863202314747,1,-0.369572903050846,3.0
CLI1509,0,1,0.7638976100120838,1,0,+20annos,Bajo,1,1962,1,1.8309093878680338,Teruel,1.365,0.16444116979956172,1,0.5441755474654277,3.0
CLI1510,1,1,-0.7010059977039323,1,7,10-20annos,Alto,2,1989,3,-0.6810460978404707,Malaga,1.146,-0.5330863202314747,1,0.026832674746655082,0.5
CLI1511,0,0,-0.7010059977039323,1,4,10-20annos,Bajo,9,1989,3,-0.8880606744429567,Cadiz,1.376,-0.5330863202314747,1,-0.369572903050846,3.0
CLI1512,1,1,1.1436874342347545,1,2,+20annos,Alto,2,1955,1,0.3254565173111534,Malaga,1.424,0.16444116979956172,0,-1.1623840586458483,3.0
CLI1513,1,1,0.3841077857894129,0,7,+20annos,Bajo,2,1969,1,1.6029959282597652,Zamora,0.935,2.6057873849081887,0,-0.27551056255652373,3.0
CLI1514,1,1,0.49261916413874746,1,0,+20annos,Bajo,4,1967,1,0.19941453599827735,LLeida,0.896,1.2107324048461163,0,-0.6651974017472876,3.0
CLI1515,0,1,0.3298520966147456,1,0,+20annos,Medio,4,1970,1,0.6107079379865681,Sevilla,1.072,1.2107324048461163,0,-0.7995721738820337,3.0
CLI1516,1,0,1.0894317450600874,0,3,+20annos,Bajo,1,1956,1,0.6750968042513469,Leon,1.502,2.6057873849081887,0,0.39636329811720694,0.5
CLI1517,0,1,0.7096419208374165,0,4,+20annos,Medio,7,1963,1,0.25788064189704485,Cordoba,1.502,-0.5330863202314747,1,0.5038631158250039,3.0
CLI1518,1,0,-0.9722844435772686,0,3,<10annos,Bajo,3,1994,3,-0.9311840106316762,Salamanca,2.043,-0.5330863202314747,1,-1.2362901833199587,3.0
CLI1519,0,1,0.1128293399160766,1,0,+20annos,Bajo,1,1974,1,1.8080080477861238,Ciudad Real,1.697,0.16444116979956172,1,-0.026917234107243372,3.0
CLI1520,0,1,-0.7552616868785996,0,1,10-20annos,Medio,2,1990,3,-0.9877322703166878,Zamora,0.732,-0.5330863202314747,0,1.8341733599589907,4.0
CLI1521,1,0,-0.6467503085292651,1,3,10-20annos,Bajo,5,1988,3,-0.8090341289878932,Gerona,0.663,-0.5330863202314747,0,1.9013607460263637,4.0
CLI1522,1,1,0.49261916413874746,1,0,+20annos,Medio,2,1967,1,1.1440948143770608,Zaragoza,1.248,0.16444116979956172,0,1.249643101172845,3.0
CLI1523,1,0,-0.10419341678259245,1,7,+20annos,Bajo,2,1978,1,-0.2690476053324166,Ceuta,1.385,0.16444116979956172,0,-1.4714460345557643,3.0
CLI1524,1,0,-0.3212161734812615,1,2,+20annos,Bajo,3,1982,3,1.2853103436752418,Gerona,0.801,-0.5330863202314747,1,-0.4367602891182191,3.0
CLI1525,1,1,2.391568285252102,1,8,+20annos,Alto,2,1932,0,0.7817064908395481,Cadiz,0.622,0.16444116979956172,0,-0.5711350612529652,3.0
CLI1526,1,1,1.4149658801080909,1,2,+20annos,Alto,3,1950,1,1.3915815868139567,Huesca,0.837,1.2107324048461163,0,1.5049551682288627,4.0
CLI1527,0,0,-0.7010059977039323,0,3,10-20annos,Bajo,5,1989,3,-1.0493571817439946,Sevilla,1.146,-0.5330863202314747,0,1.0077685113303019,3.0
CLI1528,0,0,-0.6467503085292651,1,7,10-20annos,Bajo,2,1988,3,-0.7445888554815334,La Corui±a,1.261,-0.5330863202314747,1,0.20823861712856237,0.5
CLI1529,0,0,-0.8095173760532669,1,3,10-20annos,Bajo,5,1991,3,-1.0639948609342793,Madrid,1.606,-0.5330863202314747,0,1.9013607460263637,4.0
CLI1530,1,0,-1.5148413353239414,0,3,<10annos,Bajo,4,2004,2,-1.0455496929372732,Lugo,14.775,-0.5330863202314747,1,-0.6651974017472876,3.0
CLI1531,0,1,0.22134071826541113,1,0,+20annos,Medio,2,1972,1,0.2989169101472652,Palencia,0.955,0.16444116979956172,0,-0.30910425559021026,3.0
CLI1532,1,0,-0.8637730652279342,0,5,10-20annos,Bajo,4,1992,3,-0.7812817661300122,Toledo,1.56,-0.5330863202314747,0,0.6113629335328008,3.0
CLI1533,1,1,1.1436874342347545,0,2,+20annos,Alto,4,1955,1,1.093864165749128,Murcia,1.678,-0.5330863202314747,1,-0.27551056255652373,3.0
CLI1534,1,1,0.7096419208374165,1,4,+20annos,Medio,2,1963,1,1.1393848097050425,Ciudad Real,1.15,0.16444116979956172,0,1.0144872499370392,3.0
CLI1535,0,0,0.2755964074400784,1,7,+20annos,Bajo,1,1971,1,-0.6246106526386213,Huelva,1.385,-0.5330863202314747,0,-0.873478298556144,3.0
CLI1536,1,1,-0.9722844435772686,1,7,<10annos,Bajo,4,1994,3,-0.7533037743058071,Cadiz,0.87,-0.5330863202314747,0,0.6046441949260635,3.0
CLI1537,0,1,-0.04993772760792519,1,0,+20annos,Bajo,1,1977,1,0.20313741394262724,Melilla,0.74,0.16444116979956172,0,-1.7066018857915701,3.0
CLI1538,0,1,0.3841077857894129,1,4,+20annos,Bajo,1,1969,1,-0.2467103376663173,Almeri­a,1.248,0.16444116979956172,0,0.309019696229622,0.5
CLI1539,1,0,-0.8637730652279342,0,3,10-20annos,Bajo,3,1992,3,-0.8522138724181938,Cadiz,1.813,-0.5330863202314747,0,-0.07394840435440451,3.0
CLI1540,1,1,1.7405000151560945,1,0,+20annos,Medio,1,1944,0,-0.45132760650160836,La Corui±a,1.306,0.16444116979956172,1,-0.30910425559021026,3.0
CLI1541,0,1,0.8181532991867511,0,4,+20annos,Bajo,1,1961,1,-0.6873355052767587,La Rioja,1.267,-0.5330863202314747,0,0.7860501373079708,3.0
CLI1542,0,1,0.22134071826541113,0,4,+20annos,Bajo,1,1972,1,1.2147730880781276,Gerona,1.248,2.6057873849081887,1,-0.7726972194550844,3.0
CLI1543,0,1,-0.7010059977039323,1,2,10-20annos,Alto,3,1989,3,-0.819836115750666,Toledo,1.008,-0.5330863202314747,1,0.29558221901614734,0.5
CLI1544,0,1,-1.0807958219266032,1,7,<10annos,Medio,2,1996,3,-0.9670308126564391,ivila,1.788,-0.5330863202314747,1,-0.2486356081295745,3.0
CLI1545,0,1,2.1202898393787653,1,8,+20annos,Alto,2,1937,0,0.46988725937945464,Burgos,0.622,0.16444116979956172,0,0.81292509173492,3.0
CLI1546,0,0,-0.15844910595725972,1,0,+20annos,Bajo,1,1979,1,1.8574207914111316,Baleares,2.02,0.16444116979956172,0,1.6796423720040325,1.0
CLI1547,1,1,-0.429727551830596,1,0,10-20annos,Medio,2,1984,3,1.1969201961177225,Cadiz,0.663,0.16444116979956172,0,0.44339446836436813,0.5
CLI1548,1,0,-1.460585646149274,0,3,<10annos,Bajo,9,2003,2,-1.0970777081215703,Leon,1.443,-0.5330863202314747,0,-1.1691027972525856,3.0
CLI1549,0,1,0.3298520966147456,0,4,+20annos,Medio,5,1970,1,-0.2240064229299411,Madrid,1.091,-0.5330863202314747,0,0.6852690582069112,3.0
CLI1550,1,1,-1.026540132751936,0,7,<10annos,Alto,2,1995,3,-0.9321993409801352,Albacete,2.064,-0.5330863202314747,1,0.6180816721395381,3.0
CLI1551,1,0,-0.9180287544026013,1,0,<10annos,Bajo,2,1993,3,-0.6906917361508317,Cadiz,1.169,-0.5330863202314747,1,0.20823861712856237,0.5
CLI1552,1,0,2.391568285252102,0,0,+20annos,Bajo,1,1932,0,1.4253131172794298,Burgos,1.306,2.6057873849081887,0,-0.20832317648915066,3.0
CLI1553,1,1,2.2288012177281,0,8,+20annos,Bajo,2,1935,0,-0.9420988118776111,Malaga,1.541,-0.5330863202314747,0,1.9215169618465757,4.0
CLI1554,0,0,-0.4839832410052633,1,3,10-20annos,Bajo,1,1985,3,-0.6860663423411849,Guipiºzcoa,0.732,-0.5330863202314747,0,1.2362056239593704,3.0
CLI1555,1,1,0.7096419208374165,1,5,+20annos,Medio,2,1963,1,1.0498947209366924,Ceuta,1.6,0.16444116979956172,0,0.06042636778034162,0.5
CLI1556,1,1,0.3841077857894129,0,2,+20annos,Alto,5,1969,1,-0.6506707982490705,Soria,0.779,-0.5330863202314747,0,1.6930798492175072,4.0
CLI1557,1,1,2.066034150204098,1,8,+20annos,Bajo,5,1938,0,0.27945641180179986,Malaga,0.622,-0.5330863202314747,0,0.5643317632856396,3.0
CLI1558,1,1,-0.429727551830596,0,7,10-20annos,Medio,4,1984,3,1.0619658706350392,Tarragona,1.974,-0.5330863202314747,0,0.2619885259824608,0.5
CLI1559,1,0,0.22134071826541113,1,6,+20annos,Bajo,1,1972,1,0.41249289107072723,Vizcaya,1.385,0.16444116979956172,1,-0.6920723561742368,3.0
CLI1560,1,1,0.2755964074400784,0,7,+20annos,Medio,5,1971,1,0.26668017158369006,Caceres,1.561,-0.5330863202314747,0,-0.29566677837673566,3.0
CLI1561,0,1,1.5234772584574254,1,6,+20annos,Bajo,2,1948,1,-0.30475338925322687,Valencia,1.228,0.16444116979956172,0,1.538548861262549,1.0
CLI1562,1,1,-0.3212161734812615,0,6,+20annos,Alto,4,1982,3,0.3151057884810291,Sevilla,1.951,-0.5330863202314747,1,-1.1220716270054245,3.0
CLI1563,1,1,-0.429727551830596,1,0,10-20annos,Medio,4,1984,3,0.02534178847912966,Malaga,1.629,-0.5330863202314747,1,0.26870726458919814,0.5
CLI1564,0,1,0.49261916413874746,0,4,+20annos,Medio,4,1967,1,-0.7487911949793223,Gerona,1.541,-0.5330863202314747,0,1.9685481320937368,4.0
CLI1565,1,0,0.16708502909074385,1,0,+20annos,Bajo,1,1973,1,1.0686501287623946,Huelva,0.7,0.16444116979956172,0,0.7054252740271231,3.0
CLI1566,1,0,-1.5148413353239414,0,6,<10annos,Bajo,6,2004,2,-1.205774462648271,Tarragona,2.858,-0.5330863202314747,1,-0.020198495500506064,3.0
CLI1567,0,0,-1.2978185786252723,0,3,<10annos,Bajo,4,2000,2,-1.202164399187083,Ciudad Real,12.015,-0.5330863202314747,1,-1.135509104218899,3.0
CLI1568,1,0,-1.5148413353239414,0,5,<10annos,Bajo,6,2004,2,-1.148521112443496,Caceres,1.995,-0.5330863202314747,0,-0.4367602891182191,3.0
CLI1569,1,1,-0.8095173760532669,0,1,10-20annos,Medio,3,1991,3,-0.9704716543928837,Salamanca,1.859,-0.5330863202314747,1,0.38292582090373234,0.5
CLI1570,1,0,-0.7010059977039323,1,4,10-20annos,Bajo,3,1989,3,-0.9118081231485825,Valladolid,1.192,-0.5330863202314747,0,-0.47707272075864293,3.0
CLI1571,1,1,-0.04993772760792519,0,0,+20annos,Alto,4,1977,1,1.3870408038666815,ilava,1.306,-0.5330863202314747,1,0.18136366270161314,0.5
CLI1572,0,1,0.3298520966147456,1,0,+20annos,Medio,3,1970,1,1.527494835403518,Teruel,0.779,1.2107324048461163,0,0.8868312164090304,3.0
CLI1573,0,0,-0.21270479513192697,1,1,+20annos,Bajo,2,1980,1,0.07847741004848711,Teruel,1.031,0.16444116979956172,1,-0.544260106826016,3.0
CLI1574,1,1,0.7096419208374165,1,0,+20annos,Medio,3,1963,1,0.47064875714079896,Navarra,1.365,1.2107324048461163,1,-0.21504191509588796,3.0
CLI1575,0,0,-0.6467503085292651,0,3,10-20annos,Bajo,7,1988,3,-0.7497783217069909,Guadalajara,1.307,-0.5330863202314747,0,-1.7334768402185194,3.0
CLI1576,1,0,-0.7552616868785996,1,3,10-20annos,Bajo,5,1990,3,-0.8411298494475157,Granada,1.721,-0.5330863202314747,0,-0.7458222650281352,3.0
CLI1577,0,0,-0.4839832410052633,1,3,10-20annos,Bajo,6,1985,3,-0.7019167772254624,Caceres,0.801,-0.5330863202314747,1,-0.1478545290285149,3.0
CLI1578,1,0,-0.21270479513192697,1,3,+20annos,Bajo,3,1980,1,1.0390081233115482,Jaen,1.491,-0.5330863202314747,0,0.6852690582069112,1.0
CLI1579,1,1,1.5234772584574254,0,0,+20annos,Medio,3,1948,1,1.6923732025449532,Melilla,1.717,-0.5330863202314747,1,-0.6517599245338129,3.0
CLI1580,0,1,0.16708502909074385,1,0,+20annos,Bajo,4,1973,1,-0.8072855044988804,LLeida,1.443,-0.5330863202314747,0,1.8341733599589907,1.0
CLI1581,0,1,1.1436874342347545,1,6,+20annos,Bajo,2,1955,1,1.6706000072946643,Gerona,0.779,0.16444116979956172,0,-0.7861346966685591,3.0
CLI1582,0,0,0.3841077857894129,0,0,+20annos,Bajo,1,1969,1,0.4097571398540459,Almeri­a,0.818,-0.5330863202314747,1,-0.8801970371628813,3.0
CLI1583,1,1,1.0351760558854202,1,0,+20annos,Medio,2,1957,1,1.5818432126668682,Guadalajara,1.443,0.16444116979956172,0,1.8812045302061517,4.0
CLI1584,0,0,0.3841077857894129,0,4,+20annos,Bajo,1,1969,1,1.1262419224166558,Cordoba,1.443,2.6057873849081887,0,-0.12097957460156566,3.0
CLI1585,0,0,-1.0807958219266032,1,6,<10annos,Bajo,1,1996,3,-0.9718254281908292,Sevilla,0.995,-0.5330863202314747,0,-1.572227113656824,3.0
CLI1586,1,1,0.5468748533134147,1,0,+20annos,Alto,3,1966,1,0.6825143565192561,Barcelona,0.974,1.2107324048461163,1,-0.12097957460156566,3.0
CLI1587,0,1,-0.4839832410052633,1,4,10-20annos,Medio,2,1985,3,-0.9734048309550988,ilava,0.686,-0.5330863202314747,0,-1.6797269313646208,3.0
CLI1588,1,0,-1.460585646149274,0,3,<10annos,Bajo,3,2003,2,-1.0682254040528587,Guipiºzcoa,2.168,-0.5330863202314747,0,0.7927688759147081,3.0
CLI1589,1,0,-1.026540132751936,0,3,<10annos,Bajo,4,1995,3,-0.8479833292996144,Toledo,1.547,-0.5330863202314747,1,-0.27551056255652373,3.0
CLI1590,0,1,-0.3212161734812615,0,4,+20annos,Medio,4,1982,3,1.174047059656603,Sevilla,1.629,-0.5330863202314747,0,-1.202696490286272,3.0
CLI1591,0,0,-1.026540132751936,0,0,<10annos,Bajo,1,1995,3,-1.0120719950589145,Leon,3.065,-0.5330863202314747,0,0.8733937391955557,3.0
CLI1592,1,1,-0.26696048430659425,1,3,+20annos,Alto,3,1981,3,1.770356214030767,Ciudad Real,1.951,-0.5330863202314747,0,-0.8801970371628813,3.0
CLI1593,1,1,-0.26696048430659425,1,7,+20annos,Bajo,4,1981,3,-0.5801899498935373,Albacete,1.146,-0.5330863202314747,0,1.6729236333972952,4.0
CLI1594,0,1,1.6862443259814273,1,1,+20annos,Bajo,1,1945,0,-0.16906576962998976,La Rioja,0.896,0.16444116979956172,0,-0.7861346966685591,3.0
CLI1595,0,0,0.1128293399160766,1,0,+20annos,Bajo,1,1974,1,1.1184859266992602,Pontevedra,1.306,0.16444116979956172,1,0.38292582090373234,0.5
CLI1596,1,1,0.22134071826541113,0,7,+20annos,Medio,4,1972,1,-0.42859548814444165,Cordoba,1.58,-0.5330863202314747,1,-0.2486356081295745,3.0
CLI1597,0,0,-0.8095173760532669,1,7,10-20annos,Bajo,5,1991,3,-0.7788280511212362,Valladolid,1.146,-0.5330863202314747,1,0.5038631158250039,3.0
CLI1598,1,1,0.2755964074400784,0,2,+20annos,Alto,2,1971,1,1.7433371453134399,Valencia,0.955,2.6057873849081887,0,1.115268329038099,3.0
CLI1599,0,1,1.9575227718547636,1,6,+20annos,Bajo,2,1940,0,0.8569255474878901,Las Palmas,0.603,0.16444116979956172,1,0.09402006081402815,0.5
CLI1600,1,1,1.63198863680676,1,7,+20annos,Bajo,2,1946,1,0.3754897405935526,Malaga,1.58,0.16444116979956172,0,-1.572227113656824,3.0
CLI1601,0,0,-0.15844910595725972,1,0,+20annos,Bajo,1,1979,1,0.05202241374697051,Malaga,1.744,0.16444116979956172,0,1.6863611106107699,1.0
CLI1602,0,0,-0.8637730652279342,0,7,10-20annos,Bajo,1,1992,3,-0.8478987184372427,Almeri­a,1.146,-0.5330863202314747,0,-1.1825402744660602,3.0
CLI1603,1,1,0.8181532991867511,1,0,+20annos,Medio,5,1961,1,1.208934938574488,Murcia,1.737,-0.5330863202314747,0,1.1690182378919973,3.0
CLI1604,1,1,0.3298520966147456,0,7,+20annos,Bajo,1,1970,1,-0.6781129212782556,Sevilla,1.385,-0.5330863202314747,0,-0.6383224473203383,3.0
CLI1605,1,1,-1.3520742677999396,0,3,<10annos,Alto,8,2001,2,-1.0317017151291232,Burgos,2.478,-0.5330863202314747,0,-0.6114474928933891,3.0
CLI1606,1,0,-1.5148413353239414,0,3,<10annos,Bajo,3,2004,2,-1.125760790465539,Zamora,1.65,-0.5330863202314747,0,1.471361475195176,4.0
CLI1607,1,0,-1.2978185786252723,0,3,<10annos,Bajo,3,2000,2,-1.1288913923732875,Guadalajara,2.547,-0.5330863202314747,1,0.4366757297576308,0.5
CLI1608,0,0,-0.6467503085292651,0,1,10-20annos,Bajo,1,1988,3,-0.9499676220781689,Salamanca,1.031,-0.5330863202314747,0,0.7591751828810216,3.0
CLI1609,1,1,0.5468748533134147,1,7,+20annos,Bajo,3,1966,1,1.690286134606454,Almeri­a,1.678,1.2107324048461163,0,-0.10754209738809106,3.0
CLI1610,1,1,0.7096419208374165,1,0,+20annos,Medio,2,1963,1,-0.7479168827348159,Orense,1.17,-0.5330863202314747,0,-0.060510927140929906,3.0
CLI1611,1,1,1.7405000151560945,1,8,+20annos,Alto,4,1944,0,-0.46537300965529205,Pontevedra,1.013,-0.5330863202314747,0,1.5452675998692864,4.0
CLI1612,1,1,2.717102420300105,1,2,+20annos,Alto,2,1926,0,-0.1998641235332479,Lugo,0.779,0.16444116979956172,1,0.6046441949260635,3.0
CLI1613,1,1,0.9266646775360855,1,0,+20annos,Bajo,2,1959,1,-0.9445807305071777,Tarragona,1.482,-0.5330863202314747,1,0.6718315809934365,3.0
CLI1614,1,0,-0.3212161734812615,1,7,+20annos,Bajo,2,1982,3,-0.8183131202279774,Zaragoza,0.824,-0.5330863202314747,0,0.6113629335328008,3.0
CLI1615,0,0,-0.10419341678259245,1,0,+20annos,Bajo,2,1978,1,-0.21994510153610486,Murcia,1.052,0.16444116979956172,0,-1.7670705332522059,3.0
CLI1616,0,1,2.3373125960774344,1,8,+20annos,Alto,2,1933,0,-0.8024062781021188,Leon,15.215,-0.5330863202314747,0,-1.5655083750500867,3.0
CLI1617,0,0,-1.2978185786252723,0,3,<10annos,Bajo,4,2000,2,-1.2034335621226568,Pontevedra,13.395,-0.5330863202314747,1,-0.5711350612529652,3.0
CLI1618,1,1,0.16708502909074385,0,0,+20annos,Medio,4,1973,1,1.5540908498089874,Valencia,0.583,-0.5330863202314747,1,-0.30238551698347294,3.0
CLI1619,1,1,-0.37547186265592875,1,7,10-20annos,Medio,2,1983,3,0.7025671309013225,Sevilla,0.778,0.16444116979956172,1,-1.202696490286272,3.0
CLI1620,0,1,-0.10419341678259245,0,4,+20annos,Bajo,3,1978,1,0.11525493155933751,Badajoz,1.013,-0.5330863202314747,1,0.38292582090373234,0.5
CLI1621,1,1,1.63198863680676,1,0,+20annos,Medio,2,1946,1,0.4247614661146076,Las Palmas,0.994,0.16444116979956172,0,0.20823861712856237,0.5
CLI1622,0,0,-1.5148413353239414,0,3,<10annos,Bajo,3,2004,2,-1.0501186795053388,Alicante,2.961,-0.5330863202314747,0,-1.1691027972525856,3.0
CLI1623,0,0,-0.15844910595725972,1,0,+20annos,Bajo,1,1979,1,0.13550513128693764,Cadiz,1.928,0.16444116979956172,0,1.2966742714200061,1.0
CLI1624,1,1,-0.9722844435772686,1,3,<10annos,Bajo,5,1994,3,-0.8876658237518893,Orense,1.031,-0.5330863202314747,1,0.020113936139917778,0.5
CLI1625,0,0,0.5468748533134147,0,7,+20annos,Bajo,1,1966,1,1.321551996391072,Palencia,1.346,2.6057873849081887,0,1.5990175087231848,4.0
CLI1626,0,0,-0.9180287544026013,0,3,<10annos,Bajo,3,1993,3,-1.0436036431027265,Vizcaya,1.376,-0.5330863202314747,1,0.5105818544317412,3.0
CLI1627,1,1,-0.4839832410052633,1,8,10-20annos,Medio,2,1985,3,-0.7433478961667501,Cadiz,1.56,-0.5330863202314747,1,-1.3169150466008064,3.0
CLI1628,1,0,-1.5148413353239414,0,5,<10annos,Bajo,2,2004,2,-1.2178738159674078,Lugo,13.395,-0.5330863202314747,0,1.444486520768227,4.0
CLI1629,1,0,-1.460585646149274,0,3,<10annos,Bajo,4,2003,2,-1.1702943076937848,Segovia,2.823,-0.5330863202314747,1,-0.10082335878135375,3.0
CLI1630,0,0,-0.7010059977039323,0,3,10-20annos,Bajo,4,1989,3,-1.0597925214364905,La Corui±a,1.56,-0.5330863202314747,0,-0.456916504938431,3.0
CLI1631,1,0,-0.8095173760532669,0,3,10-20annos,Bajo,4,1991,3,-0.6998861165285443,Alicante,0.755,-0.5330863202314747,0,1.4176115663412776,4.0
CLI1632,1,0,-0.429727551830596,1,5,10-20annos,Bajo,1,1984,3,0.17030839934245096,Segovia,0.962,0.16444116979956172,0,0.046988890566867,0.5
CLI1633,1,1,2.2830569069027673,1,8,+20annos,Alto,2,1934,0,0.43920171995935864,Huelva,0.837,0.16444116979956172,0,-1.3572274782412301,3.0
CLI1634,0,1,-0.37547186265592875,1,4,10-20annos,Bajo,1,1983,3,-0.37018578948725517,Palencia,1.997,0.16444116979956172,0,0.7591751828810216,1.0
CLI1635,1,0,0.1128293399160766,1,0,+20annos,Bajo,1,1974,1,1.687888826839259,Valencia,1.248,0.16444116979956172,1,0.27542600319593546,0.5
CLI1636,1,0,-0.7552616868785996,1,8,10-20annos,Bajo,1,1990,3,-0.8069188574286035,Huesca,1.215,-0.5330863202314747,0,0.6987065354203857,3.0
CLI1637,1,1,-0.9722844435772686,1,7,<10annos,Bajo,4,1994,3,-0.7630058198577492,La Rioja,0.709,-0.5330863202314747,1,0.658394103779962,3.0
CLI1638,0,0,-1.5148413353239414,0,3,<10annos,Bajo,5,2004,2,-1.017092239559629,Cuenca,2.409,-0.5330863202314747,0,1.5855800315097104,4.0
CLI1639,1,1,-1.2978185786252723,0,5,<10annos,Bajo,4,2000,2,-1.1285247453030107,Granada,3.03,-0.5330863202314747,0,-0.36285416444410873,3.0
CLI1640,0,0,-1.2978185786252723,0,3,<10annos,Bajo,6,2000,2,-1.2210890287375282,Madrid,2.099,-0.5330863202314747,0,-1.3908211712749168,3.0
CLI1641,0,0,-0.10419341678259245,0,1,+20annos,Bajo,1,1978,1,0.4212360135157914,Lugo,1.267,-0.5330863202314747,0,1.471361475195176,4.0
CLI1642,1,1,1.5234772584574254,0,5,+20annos,Bajo,1,1948,1,1.660559518293236,La Rioja,1.658,2.6057873849081887,0,1.887923268812889,4.0
CLI1643,0,1,-0.04993772760792519,1,1,+20annos,Alto,2,1977,1,-0.6872226907935965,Jaen,0.935,-0.5330863202314747,1,-0.9339469460167799,3.0
